gene_id	length	effective_length
Mca13209	387	387
Mca13210	1020	1020
Mca13211	2436	2436
Mca13212	1866	1866
Mca13213	930	930
Mca13214	345	345
Mca13215	4935	4935
Mca13216	1812	1812
Mca13217	1140	1140
Mca13218	1377	1377
Mca13219	1614	1614
Mca13220	363	363
Mca13221	963	963
Mca13222	282	282
Mca02397	336	336
Mca02398	675	675
Mca02399	573	573
Mca02400	375	375
Mca02401	249	249
Mca02402	927	927
Mca13223	516	516
Mca13224	1368	1368
Mca13225	585	585
Mca13226	2541	2541
Mca13227	441	441
Mca13228	678	678
Mca13229	696	696
Mca13230	870	870
Mca13231	483	483
Mca13232	492	492
Mca13233	777	777
Mca13234	282	282
Mca13235	387	387
Mca13236	1827	1827
Mca13237	948	948
Mca13238	1695	1695
Mca13239	1266	1266
Mca13240	594	594
Mca13241	1326	1326
Mca13242	345	345
Mca13243	1116	1116
Mca02403	762	762
Mca02404	642	642
Mca13244	2442	2442
Mca13245	933	933
Mca13246	255	255
Mca13247	252	252
Mca13248	1590	1590
Mca13249	2055	2055
Mca13250	309	309
Mca13251	2304	2304
Mca13252	342	342
Mca13253	504	504
Mca13254	342	342
Mca13255	438	438
Mca13256	237	237
Mca13257	843	843
Mca02405	399	399
Mca02406	309	309
Mca13258	279	279
Mca13259	1056	1056
Mca13260	1188	1188
Mca13261	909	909
Mca13262	2637	2637
Mca13263	309	309
Mca13264	1272	1272
Mca13265	570	570
Mca13266	231	231
Mca13267	573	573
Mca13268	357	357
Mca13269	372	372
Mca13270	321	321
Mca02407	294	294
Mca02408	714	714
Mca02409	279	279
Mca13271	1710	1710
Mca13272	1833	1833
Mca13273	630	630
Mca13274	2769	2769
Mca13275	324	324
Mca13276	846	846
Mca13277	276	276
Mca13278	273	273
Mca13279	402	402
Mca13280	675	675
Mca13281	1044	1044
Mca13282	1119	1119
Mca13283	252	252
Mca02410	426	426
Mca02411	579	579
Mca02412	378	378
Mca02413	534	534
Mca13284	282	282
Mca13285	1395	1395
Mca13286	1377	1377
Mca13287	2784	2784
Mca13288	2256	2256
Mca13289	780	780
Mca13290	1401	1401
Mca13291	924	924
Mca13292	936	936
Mca13293	2043	2043
Mca13294	1143	1143
Mca13295	264	264
Mca13296	801	801
Mca13297	378	378
Mca13298	312	312
Mca13299	978	978
Mca13300	465	465
Mca13301	600	600
Mca13302	603	603
Mca13303	978	978
Mca13304	2280	2280
Mca13305	321	321
Mca13306	573	573
Mca13307	282	282
Mca02414	2697	2697
Mca02415	999	999
Mca02416	240	240
Mca13308	486	486
Mca13309	1500	1500
Mca13310	4038	4038
Mca13311	363	363
Mca13312	279	279
Mca13313	1530	1530
Mca13314	243	243
Mca13315	573	573
Mca13316	2091	2091
Mca13317	5928	5928
Mca13318	489	489
Mca13319	1347	1347
Mca13320	1089	1089
Mca13321	5082	5082
Mca13322	492	492
Mca13323	681	681
Mca02417	303	303
Mca02418	1701	1701
Mca13324	1269	1269
Mca13325	759	759
Mca13326	966	966
Mca13327	327	327
Mca13328	327	327
Mca13329	855	855
Mca13330	804	804
Mca13331	639	639
Mca13332	1104	1104
Mca13333	333	333
Mca13334	558	558
Mca13335	1539	1539
Mca13336	486	486
Mca13337	1068	1068
Mca13338	705	705
Mca02419	612	612
Mca02420	321	321
Mca02421	639	639
Mca02422	393	393
Mca02423	384	384
Mca02424	384	384
Mca02425	678	678
Mca13339	4566	4566
Mca13340	378	378
Mca13341	312	312
Mca13342	285	285
Mca13343	405	405
Mca13344	285	285
Mca13345	2622	2622
Mca13346	330	330
Mca13347	1473	1473
Mca13348	3567	3567
Mca13349	471	471
Mca13350	1407	1407
Mca13351	312	312
Mca13352	426	426
Mca13353	576	576
Mca02426	270	270
Mca02427	1119	1119
Mca02428	525	525
Mca02429	525	525
Mca02430	1119	1119
Mca02431	270	270
Mca13354	834	834
Mca13355	891	891
Mca13356	288	288
Mca13357	402	402
Mca13358	759	759
Mca13359	627	627
Mca13360	4635	4635
Mca13361	408	408
Mca13362	2274	2274
Mca13363	2079	2079
Mca13364	219	219
Mca13365	510	510
Mca13366	2448	2448
Mca13367	1170	1170
Mca13368	285	285
Mca13369	393	393
Mca13370	444	444
Mca13371	339	339
Mca13372	576	576
Mca13373	1776	1776
Mca02432	258	258
Mca02433	588	588
Mca00345	1797	1797
Mca00346	345	345
Mca00347	321	321
Mca00348	519	519
Mca00349	756	756
Mca00350	2262	2262
Mca00351	11358	11358
Mca00352	6531	6531
Mca13374	219	219
Mca13375	3405	3405
Mca13376	753	753
Mca13377	1371	1371
Mca13378	495	495
Mca13379	459	459
Mca13380	1401	1401
Mca13381	525	525
Mca13382	372	372
Mca13383	3324	3324
Mca13384	1410	1410
Mca13385	768	768
Mca13386	657	657
Mca13387	1011	1011
Mca13388	225	225
Mca13389	1788	1788
Mca13390	309	309
Mca13391	1677	1677
Mca13392	1671	1671
Mca13393	423	423
Mca02434	1569	1569
Mca02435	1710	1710
Mca02436	366	366
Mca02437	288	288
Mca02438	468	468
Mca02439	4473	4473
Mca13394	297	297
Mca13395	480	480
Mca13396	324	324
Mca13397	459	459
Mca13398	354	354
Mca13399	264	264
Mca13400	762	762
Mca13401	885	885
Mca13402	618	618
Mca13403	255	255
Mca13404	975	975
Mca13405	399	399
Mca13406	414	414
Mca13407	1530	1530
Mca13408	318	318
Mca13409	2844	2844
Mca13410	1704	1704
Mca13411	444	444
Mca13412	618	618
Mca13413	1134	1134
Mca13414	585	585
Mca13415	504	504
Mca13416	228	228
Mca13417	507	507
Mca13418	357	357
Mca13419	1320	1320
Mca13420	1323	1323
Mca13421	405	405
Mca13422	621	621
Mca13423	285	285
Mca13424	1242	1242
Mca13425	408	408
Mca13426	495	495
Mca13427	1116	1116
Mca13428	1191	1191
Mca13429	243	243
Mca13430	498	498
Mca13431	447	447
Mca13432	441	441
Mca02440	243	243
Mca13433	1215	1215
Mca13434	1050	1050
Mca13435	1260	1260
Mca13436	237	237
Mca13437	897	897
Mca13438	372	372
Mca13439	312	312
Mca13440	2292	2292
Mca13441	351	351
Mca13442	546	546
Mca13443	1584	1584
Mca13444	528	528
Mca13445	261	261
Mca13446	201	201
Mca13447	693	693
Mca13448	1203	1203
Mca13449	360	360
Mca13450	1347	1347
Mca13451	507	507
Mca13452	3294	3294
Mca13453	1290	1290
Mca13454	387	387
Mca13455	999	999
Mca02441	252	252
Mca02442	399	399
Mca13456	1233	1233
Mca13457	1131	1131
Mca13458	888	888
Mca13459	813	813
Mca13460	2259	2259
Mca13461	1821	1821
Mca13462	507	507
Mca13463	2361	2361
Mca13464	291	291
Mca13465	312	312
Mca13466	1068	1068
Mca13467	450	450
Mca13468	8934	8934
Mca13469	1428	1428
Mca13470	807	807
Mca13471	612	612
Mca13472	465	465
Mca13473	486	486
Mca13474	240	240
Mca13475	2901	2901
Mca13476	1626	1626
Mca02443	402	402
Mca02444	342	342
Mca02445	267	267
Mca02446	354	354
Mca02447	384	384
Mca02448	696	696
Mca13477	312	312
Mca13478	549	549
Mca13479	294	294
Mca13480	1344	1344
Mca13481	393	393
Mca13482	417	417
Mca13483	261	261
Mca13484	516	516
Mca13485	1479	1479
Mca13486	525	525
Mca13487	2784	2784
Mca13488	567	567
Mca13489	348	348
Mca13490	225	225
Mca13491	2328	2328
Mca13492	2751	2751
Mca13493	702	702
Mca13494	1005	1005
Mca13495	336	336
Mca13496	483	483
Mca02449	225	225
Mca02450	366	366
Mca13497	489	489
Mca13498	414	414
Mca13499	540	540
Mca13500	390	390
Mca13501	726	726
Mca13502	1152	1152
Mca13503	483	483
Mca13504	378	378
Mca13505	474	474
Mca13506	696	696
Mca13507	1746	1746
Mca13508	600	600
Mca13509	327	327
Mca13510	1005	1005
Mca02451	480	480
Mca02452	1041	1041
Mca02453	1593	1593
Mca02454	2505	2505
Mca13511	270	270
Mca13512	420	420
Mca13513	330	330
Mca13514	351	351
Mca13515	315	315
Mca13516	1413	1413
Mca13517	495	495
Mca13518	369	369
Mca13519	702	702
Mca13520	714	714
Mca13521	291	291
Mca13522	678	678
Mca13523	1347	1347
Mca13524	1314	1314
Mca13525	849	849
Mca13526	621	621
Mca13527	1089	1089
Mca13528	1248	1248
Mca13529	246	246
Mca13530	1710	1710
Mca13531	411	411
Mca13532	2691	2691
Mca13533	765	765
Mca13534	306	306
Mca13535	1245	1245
Mca02455	309	309
Mca02456	438	438
Mca02457	1662	1662
Mca02458	1269	1269
Mca02459	1971	1971
Mca02460	345	345
Mca02461	840	840
Mca02462	1071	1071
Mca02463	306	306
Mca13536	915	915
Mca13537	720	720
Mca13538	1779	1779
Mca13539	1128	1128
Mca13540	1527	1527
Mca13541	1917	1917
Mca13542	1746	1746
Mca13543	351	351
Mca13544	249	249
Mca13545	780	780
Mca13546	885	885
Mca13547	312	312
Mca13548	798	798
Mca13549	2928	2928
Mca13550	975	975
Mca02464	1545	1545
Mca02465	5601	5601
Mca02466	384	384
Mca02467	912	912
Mca02468	426	426
Mca02469	309	309
Mca02470	579	579
Mca02471	996	996
Mca02472	2616	2616
Mca13551	984	984
Mca13552	381	381
Mca13553	558	558
Mca13554	1455	1455
Mca13555	825	825
Mca13556	801	801
Mca13557	1710	1710
Mca13558	351	351
Mca13559	1074	1074
Mca13560	777	777
Mca13561	1227	1227
Mca13562	297	297
Mca13563	1326	1326
Mca13564	534	534
Mca13565	1800	1800
Mca13566	513	513
Mca13567	2655	2655
Mca13568	285	285
Mca13569	1848	1848
Mca13570	567	567
Mca13571	870	870
Mca13572	1155	1155
Mca02473	555	555
Mca02474	285	285
Mca02475	246	246
Mca02476	1815	1815
Mca13573	1212	1212
Mca13574	285	285
Mca13575	2679	2679
Mca13576	438	438
Mca13577	600	600
Mca13578	273	273
Mca13579	1863	1863
Mca13580	1668	1668
Mca13581	2331	2331
Mca13582	1110	1110
Mca13583	1761	1761
Mca02477	411	411
Mca02478	924	924
Mca02479	420	420
Mca02480	666	666
Mca00353	831	831
Mca00354	1524	1524
Mca00355	504	504
Mca00356	528	528
Mca00357	1362	1362
Mca00358	792	792
Mca00359	393	393
Mca00360	744	744
Mca00361	384	384
Mca00362	435	435
Mca00363	402	402
Mca13584	294	294
Mca13585	966	966
Mca13586	1689	1689
Mca13587	1083	1083
Mca13588	579	579
Mca13589	294	294
Mca13590	5166	5166
Mca13591	276	276
Mca13592	519	519
Mca13593	477	477
Mca13594	285	285
Mca13595	6867	6867
Mca13596	1665	1665
Mca13597	441	441
Mca02481	1332	1332
Mca02482	336	336
Mca02483	372	372
Mca02484	318	318
Mca13598	1434	1434
Mca13599	1323	1323
Mca13600	444	444
Mca13601	429	429
Mca13602	249	249
Mca13603	282	282
Mca13604	1341	1341
Mca13605	354	354
Mca13606	1191	1191
Mca13607	291	291
Mca13608	327	327
Mca13609	585	585
Mca13610	1851	1851
Mca13611	567	567
Mca13612	1416	1416
Mca02485	306	306
Mca02486	333	333
Mca02487	303	303
Mca13613	918	918
Mca13614	354	354
Mca13615	942	942
Mca13616	2487	2487
Mca13617	615	615
Mca13618	540	540
Mca13619	612	612
Mca13620	798	798
Mca13621	1365	1365
Mca13622	255	255
Mca13623	201	201
Mca13624	303	303
Mca13625	1872	1872
Mca13626	771	771
Mca13627	327	327
Mca13628	435	435
Mca13629	1188	1188
Mca13630	441	441
Mca13631	3171	3171
Mca13632	471	471
Mca02488	1392	1392
Mca02489	903	903
Mca02490	324	324
Mca13633	312	312
Mca13634	393	393
Mca13635	309	309
Mca13636	351	351
Mca13637	297	297
Mca13638	567	567
Mca13639	348	348
Mca13640	1080	1080
Mca13641	1251	1251
Mca13642	1452	1452
Mca13643	537	537
Mca13644	462	462
Mca13645	465	465
Mca13646	855	855
Mca13647	420	420
Mca02491	375	375
Mca02492	771	771
Mca02493	1299	1299
Mca13648	606	606
Mca13649	2718	2718
Mca13650	2298	2298
Mca13651	336	336
Mca13652	321	321
Mca13653	273	273
Mca13654	1866	1866
Mca13655	231	231
Mca13656	699	699
Mca13657	357	357
Mca13658	699	699
Mca13659	429	429
Mca13660	381	381
Mca13661	2142	2142
Mca13662	573	573
Mca13663	339	339
Mca13664	243	243
Mca13665	2838	2838
Mca13666	564	564
Mca13667	387	387
Mca13668	408	408
Mca13669	942	942
Mca13670	285	285
Mca13671	600	600
Mca13672	1500	1500
Mca13673	1590	1590
Mca02494	288	288
Mca02495	258	258
Mca13674	396	396
Mca13675	306	306
Mca13676	285	285
Mca13677	1152	1152
Mca13678	1314	1314
Mca13679	354	354
Mca13680	660	660
Mca13681	333	333
Mca13682	1065	1065
Mca13683	957	957
Mca13684	270	270
Mca13685	339	339
Mca13686	447	447
Mca13687	450	450
Mca13688	336	336
Mca13689	624	624
Mca13690	885	885
Mca13691	621	621
Mca13692	771	771
Mca13693	555	555
Mca13694	327	327
Mca02496	261	261
Mca02497	1191	1191
Mca02498	480	480
Mca02499	288	288
Mca02500	330	330
Mca02501	399	399
Mca02502	288	288
Mca02503	10242	10242
Mca02504	279	279
Mca13695	954	954
Mca13696	1254	1254
Mca13697	858	858
Mca13698	390	390
Mca13699	2241	2241
Mca13700	342	342
Mca13701	1272	1272
Mca13702	975	975
Mca13703	279	279
Mca13704	1164	1164
Mca13705	510	510
Mca13706	1629	1629
Mca13707	903	903
Mca13708	705	705
Mca13709	1098	1098
Mca13710	498	498
Mca13711	5133	5133
Mca13712	3420	3420
Mca13713	642	642
Mca13714	1434	1434
Mca13715	1746	1746
Mca13716	813	813
Mca13717	1452	1452
Mca13718	834	834
Mca13719	2076	2076
Mca13720	1731	1731
Mca13721	306	306
Mca13722	2145	2145
Mca13723	888	888
Mca13724	288	288
Mca13725	1254	1254
Mca13726	306	306
Mca13727	282	282
Mca13728	1533	1533
Mca13729	1167	1167
Mca02505	651	651
Mca02506	312	312
Mca02507	384	384
Mca02508	588	588
Mca02509	861	861
Mca02510	1044	1044
Mca13730	381	381
Mca13731	4758	4758
Mca13732	1512	1512
Mca13733	567	567
Mca13734	3474	3474
Mca13735	333	333
Mca13736	522	522
Mca13737	525	525
Mca13738	909	909
Mca13739	1041	1041
Mca13740	1044	1044
Mca13741	252	252
Mca13742	1047	1047
Mca13743	1371	1371
Mca13744	978	978
Mca13745	390	390
Mca02511	243	243
Mca02512	426	426
Mca02513	2466	2466
Mca02514	1398	1398
Mca02515	1305	1305
Mca02516	255	255
Mca02517	1074	1074
Mca13746	1257	1257
Mca13747	516	516
Mca13748	1422	1422
Mca13749	294	294
Mca13750	390	390
Mca13751	2616	2616
Mca13752	417	417
Mca13753	1443	1443
Mca13754	1290	1290
Mca13755	1983	1983
Mca13756	270	270
Mca13757	294	294
Mca13758	1542	1542
Mca13759	414	414
Mca02518	396	396
Mca00364	987	987
Mca00365	2001	2001
Mca00366	573	573
Mca00367	1860	1860
Mca00368	939	939
Mca00369	537	537
Mca00370	774	774
Mca00371	1626	1626
Mca00372	477	477
Mca00373	543	543
Mca00374	1206	1206
Mca00375	987	987
Mca00376	1353	1353
Mca00377	333	333
Mca00378	1191	1191
Mca00379	351	351
Mca00380	309	309
Mca00381	312	312
Mca00382	606	606
Mca00383	231	231
Mca00384	3585	3585
Mca00385	1098	1098
Mca00386	348	348
Mca00387	3090	3090
Mca00388	660	660
Mca00389	465	465
Mca13760	450	450
Mca13761	1539	1539
Mca13762	486	486
Mca13763	582	582
Mca13764	558	558
Mca13765	750	750
Mca13766	1653	1653
Mca13767	426	426
Mca13768	414	414
Mca13769	390	390
Mca13770	333	333
Mca13771	3465	3465
Mca13772	342	342
Mca13773	771	771
Mca13774	897	897
Mca13775	1203	1203
Mca13776	495	495
Mca13777	375	375
Mca13778	1881	1881
Mca02519	1329	1329
Mca02520	201	201
Mca02521	252	252
Mca02522	1779	1779
Mca02523	2523	2523
Mca02524	603	603
Mca13779	450	450
Mca13780	306	306
Mca13781	294	294
Mca13782	447	447
Mca13783	555	555
Mca13784	942	942
Mca13785	429	429
Mca13786	318	318
Mca13787	456	456
Mca13788	309	309
Mca13789	270	270
Mca13790	336	336
Mca13791	2241	2241
Mca02525	282	282
Mca02526	345	345
Mca02527	336	336
Mca02528	384	384
Mca02529	309	309
Mca13792	624	624
Mca13793	348	348
Mca13794	267	267
Mca13795	1575	1575
Mca13796	1284	1284
Mca13797	375	375
Mca13798	867	867
Mca13799	348	348
Mca13800	369	369
Mca13801	1371	1371
Mca13802	579	579
Mca13803	648	648
Mca13804	1173	1173
Mca13805	213	213
Mca13806	1827	1827
Mca13807	2040	2040
Mca13808	849	849
Mca13809	546	546
Mca13810	255	255
Mca13811	384	384
Mca13812	390	390
Mca13813	546	546
Mca02530	1929	1929
Mca02531	1437	1437
Mca02532	285	285
Mca13814	5550	5550
Mca13815	1479	1479
Mca13816	1539	1539
Mca13817	2598	2598
Mca13818	426	426
Mca13819	327	327
Mca13820	5580	5580
Mca13821	417	417
Mca13822	582	582
Mca13823	942	942
Mca13824	2292	2292
Mca13825	561	561
Mca13826	369	369
Mca13827	2037	2037
Mca13828	2322	2322
Mca02533	207	207
Mca02534	378	378
Mca02535	273	273
Mca02536	396	396
Mca02537	1167	1167
Mca02538	447	447
Mca02539	780	780
Mca02540	1584	1584
Mca13829	696	696
Mca13830	429	429
Mca13831	366	366
Mca13832	2490	2490
Mca13833	252	252
Mca13834	297	297
Mca13835	315	315
Mca13836	414	414
Mca13837	288	288
Mca13838	282	282
Mca13839	417	417
Mca13840	684	684
Mca13841	525	525
Mca13842	330	330
Mca13843	648	648
Mca13844	678	678
Mca13845	360	360
Mca13846	1215	1215
Mca13847	432	432
Mca02541	675	675
Mca02542	2415	2415
Mca13848	1467	1467
Mca13849	336	336
Mca13850	1809	1809
Mca13851	969	969
Mca13852	1278	1278
Mca13853	564	564
Mca13854	1575	1575
Mca13855	348	348
Mca13856	561	561
Mca13857	2142	2142
Mca13858	483	483
Mca13859	1089	1089
Mca13860	1209	1209
Mca13861	402	402
Mca13862	864	864
Mca13863	300	300
Mca13864	474	474
Mca13865	483	483
Mca13866	360	360
Mca13867	1383	1383
Mca13868	327	327
Mca13869	390	390
Mca13870	894	894
Mca13871	540	540
Mca13872	1650	1650
Mca13873	1920	1920
Mca13874	264	264
Mca13875	1377	1377
Mca13876	1857	1857
Mca13877	1380	1380
Mca13878	1485	1485
Mca02543	246	246
Mca02544	534	534
Mca02545	366	366
Mca02546	351	351
Mca13879	273	273
Mca13880	906	906
Mca13881	1590	1590
Mca13882	591	591
Mca13883	1542	1542
Mca13884	345	345
Mca13885	366	366
Mca13886	738	738
Mca13887	603	603
Mca13888	366	366
Mca13889	2094	2094
Mca13890	1212	1212
Mca13891	267	267
Mca13892	1071	1071
Mca13893	6783	6783
Mca13894	501	501
Mca13895	777	777
Mca13896	2067	2067
Mca13897	363	363
Mca13898	2121	2121
Mca13899	765	765
Mca02547	726	726
Mca02548	558	558
Mca02549	300	300
Mca02550	585	585
Mca02551	243	243
Mca02552	387	387
Mca02553	3654	3654
Mca02554	1422	1422
Mca02555	2028	2028
Mca02556	699	699
Mca02557	654	654
Mca02558	621	621
Mca02559	996	996
Mca02560	468	468
Mca02561	1011	1011
Mca02562	1173	1173
Mca02563	1581	1581
Mca02564	363	363
Mca13900	3201	3201
Mca13901	1131	1131
Mca13902	279	279
Mca13903	2979	2979
Mca13904	492	492
Mca13905	1404	1404
Mca13906	1524	1524
Mca13907	537	537
Mca13908	537	537
Mca13909	1737	1737
Mca13910	1809	1809
Mca13911	1044	1044
Mca13912	1242	1242
Mca13913	411	411
Mca13914	372	372
Mca13915	1911	1911
Mca13916	699	699
Mca13917	2352	2352
Mca13918	609	609
Mca13919	2628	2628
Mca13920	573	573
Mca13921	813	813
Mca13922	285	285
Mca13923	480	480
Mca13924	588	588
Mca13925	264	264
Mca02565	849	849
Mca02566	432	432
Mca13926	336	336
Mca13927	7287	7287
Mca13928	921	921
Mca13929	1659	1659
Mca13930	360	360
Mca13931	1086	1086
Mca13932	6564	6564
Mca13933	276	276
Mca13934	321	321
Mca13935	6297	6297
Mca13936	351	351
Mca13937	297	297
Mca13938	318	318
Mca02567	1218	1218
Mca02568	507	507
Mca02569	1215	1215
Mca02570	687	687
Mca13939	339	339
Mca13940	351	351
Mca13941	1143	1143
Mca13942	318	318
Mca13943	2175	2175
Mca13944	294	294
Mca13945	1179	1179
Mca13946	1416	1416
Mca13947	525	525
Mca13948	1260	1260
Mca13949	564	564
Mca13950	1320	1320
Mca13951	468	468
Mca13952	1638	1638
Mca13953	2439	2439
Mca02571	570	570
Mca02572	1257	1257
Mca02573	276	276
Mca02574	381	381
Mca00390	1797	1797
Mca00391	285	285
Mca00392	408	408
Mca00393	261	261
Mca00394	519	519
Mca00395	528	528
Mca00396	342	342
Mca00397	612	612
Mca00398	267	267
Mca00399	291	291
Mca00400	363	363
Mca00401	363	363
Mca00402	636	636
Mca00403	558	558
Mca00404	612	612
Mca00405	669	669
Mca00406	2433	2433
Mca00407	2682	2682
Mca13954	1188	1188
Mca13955	2148	2148
Mca13956	363	363
Mca13957	372	372
Mca13958	1020	1020
Mca13959	1149	1149
Mca13960	342	342
Mca13961	852	852
Mca13962	765	765
Mca13963	381	381
Mca13964	615	615
Mca13965	384	384
Mca13966	1899	1899
Mca13967	1317	1317
Mca13968	1311	1311
Mca13969	855	855
Mca13970	1689	1689
Mca13971	474	474
Mca13972	384	384
Mca02575	339	339
Mca02576	1500	1500
Mca02577	3003	3003
Mca02578	1668	1668
Mca02579	336	336
Mca13973	549	549
Mca13974	3594	3594
Mca13975	510	510
Mca13976	309	309
Mca13977	480	480
Mca13978	360	360
Mca13979	1440	1440
Mca13980	399	399
Mca13981	2187	2187
Mca13982	396	396
Mca13983	300	300
Mca13984	312	312
Mca13985	300	300
Mca13986	459	459
Mca13987	372	372
Mca13988	708	708
Mca13989	1767	1767
Mca13990	2205	2205
Mca13991	1002	1002
Mca13992	693	693
Mca02580	396	396
Mca02581	294	294
Mca13993	480	480
Mca13994	870	870
Mca13995	696	696
Mca13996	2727	2727
Mca13997	276	276
Mca13998	798	798
Mca13999	954	954
Mca14000	426	426
Mca14001	291	291
Mca14002	1206	1206
Mca14003	297	297
Mca14004	1032	1032
Mca14005	291	291
Mca14006	1116	1116
Mca14007	1059	1059
Mca14008	2928	2928
Mca14009	1602	1602
Mca14010	315	315
Mca14011	867	867
Mca14012	786	786
Mca14013	444	444
Mca14014	465	465
Mca14015	408	408
Mca14016	1317	1317
Mca14017	1542	1542
Mca02582	1269	1269
Mca02583	306	306
Mca02584	501	501
Mca02585	303	303
Mca14018	912	912
Mca14019	2601	2601
Mca14020	1044	1044
Mca14021	423	423
Mca14022	1485	1485
Mca14023	2754	2754
Mca14024	393	393
Mca14025	243	243
Mca14026	768	768
Mca14027	282	282
Mca14028	342	342
Mca14029	1392	1392
Mca14030	2973	2973
Mca14031	657	657
Mca14032	513	513
Mca14033	615	615
Mca14034	1644	1644
Mca14035	1254	1254
Mca14036	525	525
Mca02586	417	417
Mca02587	291	291
Mca02588	1269	1269
Mca02589	426	426
Mca02590	354	354
Mca02591	270	270
Mca02592	297	297
Mca14037	7008	7008
Mca14038	420	420
Mca14039	279	279
Mca14040	369	369
Mca14041	504	504
Mca14042	426	426
Mca14043	531	531
Mca14044	432	432
Mca14045	801	801
Mca14046	333	333
Mca14047	360	360
Mca14048	699	699
Mca14049	702	702
Mca14050	699	699
Mca14051	336	336
Mca02593	2145	2145
Mca02594	255	255
Mca02595	237	237
Mca02596	525	525
Mca02597	339	339
Mca02598	342	342
Mca14052	312	312
Mca14053	363	363
Mca14054	273	273
Mca14055	1170	1170
Mca14056	348	348
Mca14057	4242	4242
Mca14058	1395	1395
Mca14059	1542	1542
Mca14060	2556	2556
Mca14061	582	582
Mca14062	810	810
Mca14063	3036	3036
Mca14064	678	678
Mca14065	339	339
Mca14066	621	621
Mca14067	273	273
Mca14068	924	924
Mca02599	351	351
Mca02600	372	372
Mca02601	459	459
Mca14069	270	270
Mca14070	267	267
Mca14071	294	294
Mca14072	2010	2010
Mca14073	609	609
Mca14074	282	282
Mca14075	210	210
Mca14076	654	654
Mca14077	639	639
Mca14078	816	816
Mca14079	306	306
Mca14080	327	327
Mca14081	1725	1725
Mca14082	2391	2391
Mca14083	6450	6450
Mca14084	1242	1242
Mca14085	909	909
Mca14086	252	252
Mca14087	1827	1827
Mca02602	273	273
Mca02603	423	423
Mca02604	375	375
Mca02605	435	435
Mca02606	657	657
Mca14088	510	510
Mca14089	492	492
Mca14090	408	408
Mca14091	849	849
Mca14092	2682	2682
Mca14093	3876	3876
Mca14094	1803	1803
Mca14095	1497	1497
Mca14096	261	261
Mca14097	2838	2838
Mca14098	756	756
Mca14099	2805	2805
Mca14100	309	309
Mca14101	1296	1296
Mca14102	828	828
Mca14103	1149	1149
Mca14104	2103	2103
Mca14105	507	507
Mca14106	600	600
Mca14107	3135	3135
Mca14108	555	555
Mca14109	1185	1185
Mca14110	393	393
Mca14111	2868	2868
Mca14112	1434	1434
Mca14113	426	426
Mca14114	237	237
Mca14115	351	351
Mca02607	285	285
Mca02608	1083	1083
Mca02609	495	495
Mca02610	603	603
Mca02611	2061	2061
Mca02612	3447	3447
Mca14116	1506	1506
Mca14117	402	402
Mca14118	387	387
Mca14119	7437	7437
Mca14120	561	561
Mca14121	1653	1653
Mca14122	309	309
Mca14123	687	687
Mca14124	504	504
Mca14125	306	306
Mca14126	354	354
Mca14127	3141	3141
Mca14128	2247	2247
Mca14129	1092	1092
Mca14130	324	324
Mca14131	294	294
Mca14132	279	279
Mca02613	582	582
Mca02614	378	378
Mca02615	750	750
Mca02616	1962	1962
Mca02617	2961	2961
Mca14133	777	777
Mca14134	1023	1023
Mca14135	6009	6009
Mca14136	1389	1389
Mca14137	387	387
Mca14138	819	819
Mca14139	270	270
Mca14140	288	288
Mca14141	255	255
Mca14142	390	390
Mca14143	342	342
Mca14144	615	615
Mca14145	1506	1506
Mca14146	2283	2283
Mca14147	240	240
Mca14148	675	675
Mca02618	315	315
Mca00408	492	492
Mca00409	309	309
Mca00410	429	429
Mca00411	528	528
Mca00412	468	468
Mca00413	417	417
Mca00414	981	981
Mca00415	264	264
Mca00416	549	549
Mca14149	1809	1809
Mca14150	1527	1527
Mca14151	1194	1194
Mca14152	1260	1260
Mca14153	324	324
Mca14154	666	666
Mca14155	396	396
Mca14156	270	270
Mca14157	315	315
Mca14158	279	279
Mca14159	705	705
Mca14160	921	921
Mca14161	870	870
Mca14162	2484	2484
Mca02619	492	492
Mca02620	1668	1668
Mca02621	5661	5661
Mca14163	990	990
Mca14164	432	432
Mca14165	471	471
Mca14166	249	249
Mca14167	261	261
Mca14168	771	771
Mca14169	372	372
Mca14170	2187	2187
Mca14171	354	354
Mca14172	1311	1311
Mca14173	234	234
Mca14174	807	807
Mca14175	285	285
Mca14176	1674	1674
Mca14177	594	594
Mca14178	441	441
Mca14179	1626	1626
Mca14180	498	498
Mca14181	4290	4290
Mca14182	3474	3474
Mca14183	2769	2769
Mca14184	1641	1641
Mca02622	243	243
Mca02623	357	357
Mca02624	1404	1404
Mca02625	645	645
Mca02626	1185	1185
Mca14185	795	795
Mca14186	1641	1641
Mca14187	444	444
Mca14188	846	846
Mca14189	933	933
Mca14190	459	459
Mca14191	2016	2016
Mca14192	1089	1089
Mca14193	1479	1479
Mca14194	336	336
Mca14195	885	885
Mca02627	297	297
Mca02628	1761	1761
Mca02629	348	348
Mca02630	243	243
Mca02631	1566	1566
Mca02632	1497	1497
Mca14196	309	309
Mca14197	306	306
Mca14198	288	288
Mca14199	2232	2232
Mca14200	1338	1338
Mca14201	996	996
Mca14202	624	624
Mca14203	4623	4623
Mca14204	348	348
Mca14205	3549	3549
Mca02633	348	348
Mca02634	3150	3150
Mca02635	282	282
Mca14206	387	387
Mca14207	309	309
Mca14208	4608	4608
